video_path,action,species,parent_class
AnimalKingdomDataset\Attacking\Lion\BKBZSGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\CAOFKGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\CFFFYNPO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\DZUIAGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\EMZZAXDO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\EOMOXGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\EQRAZXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\EQSEEGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\ESYVKXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\EZLLAXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\FSRCINPO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\GFAQDXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\GLQUBXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\HONGANPO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\HYLVWGCS3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\ICJGTXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\ICTJHXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\IQKUNGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\JHOXWNPO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\JOCFMGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\KBZUKXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\KEDNTGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\KIUTPXDO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\KJEDWXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\LICDJGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\LLJMUGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\LNNHXXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\LVHKEGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\MMXAFGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\MNICHGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\MODDZXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\MUWLPGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\MVYCKGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\NFVMZXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\NOIUMGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\ODQALGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\PHXEOGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\PLOIIXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\PRWQXGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\QDECKXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\QEARVGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\QFHSLGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\QKDUBGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\QOJYQXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\QVOPOXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\RGWCFGCS3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\ROOHIGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\SIFLEXDO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\SJLMAGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\SMPJQNPO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\SMSROXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\SRGNWXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\SZUYVXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\TAAKJGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\TBKWOXDO0.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\TNSLTXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\TVXDGGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\USXCOGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\UXBRVXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\VNNMJXDO1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\VZTVNGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\WAESOGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\WBODPXDO2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\WDRAFNPO3.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\XJMAEGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\YQCROGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\YSSDLGCS2.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\YXQGYGCS0.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion\ZPGLTGCS1.mp4,Attacking,Lion,mammal
AnimalKingdomDataset\Attacking\Lion Young\SNFZFAMC0.mp4,Attacking,Lion Young,mammal
AnimalKingdomDataset\Attacking\Maroon Macaque\RZSVSFFP2.mp4,Attacking,Maroon Macaque,mammal
AnimalKingdomDataset\Attacking\Maroon Macaque\TIRRVFFP1.mp4,Attacking,Maroon Macaque,mammal
AnimalKingdomDataset\Attacking\Maroon Macaque\ZFUNSFFP1.mp4,Attacking,Maroon Macaque,mammal
AnimalKingdomDataset\Attacking\Meerkat\DEBDEFKM0.mp4,Attacking,Meerkat,mammal
AnimalKingdomDataset\Attacking\Meerkat\RUWFKFKM0.mp4,Attacking,Meerkat,mammal
AnimalKingdomDataset\Attacking\Mongoose\AACJGIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ADRQOIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ADWTXIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\AFBVPIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\AJNJRIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ALZAYIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\AQGAZIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\AVBBXIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BDJZNIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BEGPYIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BFMMCIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BGAVUIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BJQPDIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BJZWZIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BNSVGIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BTEDRIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BTKQWIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\BUMTLIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\CNJRRIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\CTWAJIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\CWWOOIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\DEKKCIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\DICXKIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\DOVHOWBC0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\DPPGGIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\DQBFIIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\EUFCMIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\FBDNTIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\FFTRGIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\FGRREIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\FSKANIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\FVKKQIQR5.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\GJPCTIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\GUHDJIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\GUXGKIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\GVDSXIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\GYBNKIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HBMUOIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HCLZPIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HJSXAIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HJTROIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HLINMIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HNVKYIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HNZEBIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HSCDPIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\HUWTRIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\IFCGSIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\IPGCJIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\IQAXTIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\IRBIGIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\IVIVYIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\IXIDPIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\JMWWBWBC1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\JZIQDIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\KAFJUIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\KGGNRIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\KMXTSIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\KNXPFIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\KZBLYIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\LNXIKIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\LRVQJIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\LZSSVIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\MLIIXIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\MQJFUIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\NGYXSIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\NSQCXIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\NZADAIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\OAQNUIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\OMYEJIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ONCMAIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\OTJOPIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\OXVEUIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\OXWZQIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\PCLTQIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\PMGJWIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\PQADQIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\PWACGIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\QCCASIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\QCDGJIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\QHUZVIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\QJNPDIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\QUARGIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\QVSFVWBC1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\RGPDLIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\RKWBHIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\RRFABIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\SBNOGIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\SFBESIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\SJIALIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\SUDYGIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\TGXOVIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\THHLOIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\THSQCIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\TJDVGIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\TSKSRIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\UACWCIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\UHIWJIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\UIPUQIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\UKBPZIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\UOLGDIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\VDVKCIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\VNKPCIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\VPNAWIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\VXKXCIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\WFQEJIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\WJXPOIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\WMITTIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\WOXMOIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\XCWOPIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\XJVUTIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\XPREAIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\XVXNRIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\XWVZNIQR3.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\XWWBEIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\YGVLJIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\YNIEQIQR4.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\YWIIUIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ZBPGEIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ZJVUOWBC0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ZMWCLIQR0.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ZTOGKIQR2.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ZVSGMIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mongoose\ZWUZQIQR1.mp4,Attacking,Mongoose,mammal
AnimalKingdomDataset\Attacking\Mouse\EZLVFRLL0.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\OOJVGRLL1.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\QGLNMRLL2.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\TSNJERLL2.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\UJQUARLL1.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\UULRLRLL2.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\UVYTIRLL2.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\VXTCXRLL1.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Mouse\XOCVGRLL1.mp4,Attacking,Mouse,mammal
AnimalKingdomDataset\Attacking\Polar Bear\DFNHWPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\ELGTUPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\FTQGFPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\GIOJIPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\HJQKHPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\HLSLKPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\HTKVDPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\JRWTSPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\KBYYSPIF1.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\KKYMRPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\KMNOAPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\LRVKXPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\NFYNIPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\NJZGPPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\OBNUAPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\OVZCYPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\QUSQLPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\RPGGXPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\RWFRUPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\TZBHHPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\XFRTPPIF0.mp4,Attacking,Polar Bear,mammal
AnimalKingdomDataset\Attacking\Polar Bear\YFSLMPIF0.mp4,Attacking,Polar Bear,mammal
