video_path,action,species,parent_class
video/animalkingdom/CGBRGVYU.mp4,Sensing,Leopard,Mammal
video/animalkingdom/CGIQFVMP.mp4,Walking,Moose,Mammal
video/animalkingdom/CGYOREBY.mp4,Eating,Fox,Mammal
video/animalkingdom/CHRNUAMC.mp4,Sensing,Lion,Mammal
video/animalkingdom/CITKIRAC.mp4,Walking,Capuchin Monkey,Mammal
video/animalkingdom/CIWHUXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/CJJNTNPL.mp4,Eating,Squirrel,Mammal
video/animalkingdom/CJOCVEBY.mp4,Sensing,Fox,Mammal
video/animalkingdom/CKFVZXGD.mp4,Attending,Dog,Mammal
video/animalkingdom/CKNJJBQT.mp4,Eating,Plantain Squirrel,Mammal
video/animalkingdom/CKVQKNJC.mp4,Eating,Monkey,Mammal
video/animalkingdom/CLDNLAMC.mp4,Sensing,Lion Young,Mammal
video/animalkingdom/CLVFXBQT.mp4,Eating,Raffles Banded Langur,Mammal
video/animalkingdom/CLYFEFKM.mp4,Keeping still,Meerkat,Mammal
video/animalkingdom/CNNJIBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video/animalkingdom/CNUZUHGA.mp4,Walking,Cheetah,Mammal
video/animalkingdom/COFRYBQT.mp4,Attending,Lesser Mousedeer,Mammal
video/animalkingdom/COPCOXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/COQKMVYU.mp4,Attending,Leopard,Mammal
video/animalkingdom/COWCRRLL.mp4,Attending,Mouse,Mammal
video/animalkingdom/COYLUXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/CPOBLXGD.mp4,Sensing,Fox,Mammal
video/animalkingdom/CQCWGBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video/animalkingdom/CREJWFGA.mp4,Walking,Wolf,Mammal
video/animalkingdom/CSONVXGD.mp4,Jumping,Rabbit,Mammal
video/animalkingdom/CSTTXXGD.mp4,Running,Horse,Mammal
video/animalkingdom/CTRMJPIF.mp4,Walking,Polar Bear,Mammal
video/animalkingdom/CUACAXGD.mp4,Running,Horse,Mammal
video/animalkingdom/CUKQYVMW.mp4,Walking,Mouse,Mammal
video/animalkingdom/CWDMGCEI.mp4,Eating,Chimpanzee,Mammal
video/animalkingdom/CWLZEQCN.mp4,Walking,Ibex,Mammal
video/animalkingdom/CXDJFXGD.mp4,Running,Horse,Mammal
video/animalkingdom/CYPGOBME.mp4,Eating,Horse,Mammal
video/animalkingdom/CZRSPDPR.mp4,Walking,Anteater,Mammal
video/animalkingdom/CZXZAXGD.mp4,Walking,Mountain Pygmy Possum,Mammal
video/animalkingdom/DABPQKEW.mp4,Running,Goat,Mammal
video/animalkingdom/DAWAFGCS.mp4,Keeping still,Lion,Mammal
video/animalkingdom/DBBCFXGD.mp4,Eating,Mountain Pygmy Possum,Mammal
video/animalkingdom/DBMIBFFP.mp4,Sensing,Squirrel,Mammal
video/animalkingdom/DCRKSUDX.mp4,Walking,Leopard,Mammal
video/animalkingdom/DCXHQDSN.mp4,Running,Cheetah,Mammal
video/animalkingdom/DDBBLRAC.mp4,Walking,Agouti,Mammal
video/animalkingdom/DDEBABQT.mp4,Keeping still,Raffles Banded Langur,Mammal
video/animalkingdom/DDSHFVYU.mp4,Walking,Leopard,Mammal
video/animalkingdom/DDTEBBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video/animalkingdom/DEPOXNBD.mp4,Sensing,Binturong,Mammal
video/animalkingdom/DEVMHVMS.mp4,Eating,Greater Mouse Deer,Mammal
video/animalkingdom/DEZCRTHG.mp4,Walking,Red River Hog,Mammal
video/animalkingdom/DGIRLTCN.mp4,Eating,Horse Young,Mammal
video/animalkingdom/DGQFYFJG.mp4,Keeping still,Sambar Deer,Mammal
video/animalkingdom/DGUKDBQT.mp4,Eating,Lesser Mousedeer,Mammal
video/animalkingdom/DHGBLFGA.mp4,Walking,Wildebeest,Mammal
video/animalkingdom/DHMLCBME.mp4,Walking,Horse,Mammal
video/animalkingdom/DHRESNBD.mp4,Walking,Malayan Sun Bear,Mammal
video/animalkingdom/DILOTWBC.mp4,Walking,Mongoose,Mammal
video/animalkingdom/DJSSSXGD.mp4,Attending,Horse,Mammal
video/animalkingdom/DJXQRUDX.mp4,Walking,Cheetah,Mammal
video/animalkingdom/DKOETQCN.mp4,Walking,Ibex,Mammal
video/animalkingdom/DLTMKBQT.mp4,Jumping,Plantain Squirrel,Mammal
video/animalkingdom/DMUGQRAC.mp4,Walking,Jaguarundi Cat,Mammal
video/animalkingdom/DMWDYKEW.mp4,Running,Pika,Mammal
video/animalkingdom/DMWSNSMJ.mp4,Keeping still,Marshbuck,Mammal
video/animalkingdom/DNAYBRAC.mp4,Running,White Nosed Coati,Mammal
video/animalkingdom/DOBKLXGD.mp4,Sensing,Kangaroo,Mammal
video/animalkingdom/DOTINFGA.mp4,Walking,Caribou,Mammal
video/animalkingdom/DOWWVRAC.mp4,Running,Coyote,Mammal
video/animalkingdom/DPJTTFGA.mp4,Running,Wildebeest,Mammal
video/animalkingdom/DPNQDRAC.mp4,Walking,Ocelot,Mammal
video/animalkingdom/DPOICXGD.mp4,Attending,Horse,Mammal
video/animalkingdom/DQUXVTHG.mp4,Walking,Sooty Mangabey,Mammal
video/animalkingdom/DQZODUPH.mp4,Eating,Squirrel,Mammal
video/animalkingdom/DRFRXWBC.mp4,Running,Mongoose,Mammal
video/animalkingdom/DRQFYFGA.mp4,Sensing,Orangutan,Mammal
video/animalkingdom/DRQOSRAC.mp4,Walking,Nine Banded Armadillo,Mammal
video/animalkingdom/DSDOQUDX.mp4,Keeping still,Gazelle,Mammal
video/animalkingdom/DSODIBQT.mp4,Eating,Plantain Squirrel,Mammal
video/animalkingdom/DSUCBXGD.mp4,Sensing,Kangaroo,Mammal
video/animalkingdom/DSUIJEBY.mp4,Walking,Fox,Mammal
video/animalkingdom/DTFWDRAC.mp4,Walking,Ocelot,Mammal
video/animalkingdom/DTHOBFFP.mp4,Keeping still,Maroon Macaque,Mammal
video/animalkingdom/DTPPSDSN.mp4,Sensing,Cheetah,Mammal
video/animalkingdom/DTRVTBQT.mp4,Jumping,Plantain Squirrel,Mammal
video/animalkingdom/DUOCPFFP.mp4,Running,Maroon Macaque,Mammal
video/animalkingdom/DUVPOXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/DUZPVFGA.mp4,Running,Wild Dog,Mammal
video/animalkingdom/DVFQTRAC.mp4,Running,White Nosed Coati,Mammal
video/animalkingdom/DVJQEXGD.mp4,Running,Horse,Mammal
video/animalkingdom/DVKDIRAC.mp4,Walking,Capuchin Monkey,Mammal
video/animalkingdom/DVNMYKEW.mp4,Eating,Giraffe,Mammal
video/animalkingdom/DVURAAMC.mp4,Walking,Lion Young,Mammal
video/animalkingdom/DWJMZNSU.mp4,Attending,Hyena,Mammal
video/animalkingdom/DWTKCFFP.mp4,Eating,Maroon Macaque,Mammal
video/animalkingdom/DXFPBXGD.mp4,Attending,Horse,Mammal
video/animalkingdom/DXIHBXGD.mp4,Running,Horse,Mammal
video/animalkingdom/DXIJIRAC.mp4,Walking,White Nosed Coati,Mammal
video/animalkingdom/DXNSEQCN.mp4,Walking,Ibex,Mammal
video/animalkingdom/DXORPXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/DXYHSUDX.mp4,Walking,Cheetah,Mammal
video/animalkingdom/DYTYOTCN.mp4,Keeping still,Horse Young,Mammal
video/animalkingdom/DYYBXFYY.mp4,Attending,Otter,Mammal
video/animalkingdom/DZDUNSMJ.mp4,Walking,Mandrill,Mammal
video/animalkingdom/DZMSMUDX.mp4,Walking,Elephant,Mammal
video/animalkingdom/EAMYQBME.mp4,Eating,Horse,Mammal
video/animalkingdom/EAUTRBQT.mp4,Sensing,Greater Mouse Deer,Mammal
video/animalkingdom/ECJSDXGD.mp4,Running,Horse,Mammal
video/animalkingdom/ECVCYXGD.mp4,Running,Horse,Mammal
video/animalkingdom/ECZKCXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/EDHHMXGD.mp4,Running,Dog,Mammal
video/animalkingdom/EDXUUCNX.mp4,Walking,Wolf,Mammal
video/animalkingdom/EFTEJFFP.mp4,Sensing,Maroon Macaque,Mammal
video/animalkingdom/EFTITUDX.mp4,Walking,Cheetah,Mammal
video/animalkingdom/EGGXREUL.mp4,Keeping still,Leopard,Mammal
video/animalkingdom/EHNCNBQT.mp4,Attending,Raffles Banded Langur,Mammal
video/animalkingdom/EHPITBQT.mp4,Eating,Raffles Banded Langur,Mammal
video/animalkingdom/EJDUGBME.mp4,Eating,Horse,Mammal
video/animalkingdom/EJEVNFJG.mp4,Keeping still,Sambar Deer,Mammal
video/animalkingdom/EKEHXXGD.mp4,Eating,Kangaroo Young,Mammal
video/animalkingdom/EKHVBTEK.mp4,Attending,Gibbon,Mammal
video/animalkingdom/EKJNSBQT.mp4,Eating,Boar,Mammal
video/animalkingdom/EKLRBBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video/animalkingdom/EKSOYTEK.mp4,Attending,Sri Lankan Leopard,Mammal
video/animalkingdom/ELXOTSMJ.mp4,Walking,Elephant,Mammal
video/animalkingdom/EMZDGVMS.mp4,Eating,Greater Mouse Deer,Mammal
video/animalkingdom/ENLEURAC.mp4,Walking,Agouti,Mammal
video/animalkingdom/EOMLOKEW.mp4,Sensing,Stoat,Mammal
video/animalkingdom/EQDQKHGA.mp4,Walking,Lion,Mammal
video/animalkingdom/ERLIEXDO.mp4,Walking,Lion,Mammal
video/animalkingdom/ESJCMBME.mp4,Eating,Horse,Mammal
video/animalkingdom/ESSNTDSN.mp4,Jumping,Jaculus Jaculus,Mammal
video/animalkingdom/ETBWOXGD.mp4,Eating,Kangaroo,Mammal
video/animalkingdom/ETRDYFFP.mp4,Walking,Pangolin,Mammal
video/animalkingdom/EUFMXDSN.mp4,Walking,Buffalo,Mammal
video/animalkingdom/EUKRNXGD.mp4,Walking,Dingo Dog,Mammal
video/animalkingdom/EWNIPXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/EWZNSXGD.mp4,Walking,Wombat,Mammal
video/animalkingdom/EXCAJRAC.mp4,Jumping,Red-Blacked Squirrel Monkey,Mammal
video/animalkingdom/EXPXKXGD.mp4,Attending,Kangaroo,Mammal
video/animalkingdom/EXYCJBQT.mp4,Attending,Raffles Banded Langur,Mammal
video/animalkingdom/EYEOZNSU.mp4,Walking,Hyena,Mammal
video/animalkingdom/FAACYUDX.mp4,Walking,African Oryx,Mammal
video/animalkingdom/FAPEIBME.mp4,Walking,Horse,Mammal
video/animalkingdom/FBBJSTEK.mp4,Walking,Boar,Mammal
video/animalkingdom/FBCOFDSN.mp4,Attending,Snow Leopard,Mammal
video/animalkingdom/FBQKWUDX.mp4,Walking,Elephant,Mammal
video/animalkingdom/FBUZLRAC.mp4,Sensing,Red-Blacked Squirrel Monkey,Mammal
video/animalkingdom/FCKGNXGD.mp4,Keeping still,Kangaroo,Mammal
video/animalkingdom/FCSYONBD.mp4,Walking,Malayan Porcupine,Mammal
video/animalkingdom/FDMRPQCN.mp4,Walking,Ibex,Mammal
video/animalkingdom/FDVOPXGD.mp4,Running,Horse,Mammal
video/animalkingdom/FDVPSRAC.mp4,Jumping,White Nosed Coati,Mammal
video/animalkingdom/FDYRGRLL.mp4,Walking,Mouse,Mammal
video/animalkingdom/FECPVTEK.mp4,Keeping still,Colugo,Mammal
video/animalkingdom/FFEBKBQT.mp4,Attending,Greater Mouse Deer,Mammal
video/animalkingdom/FGAQAXGD.mp4,Running,Horse,Mammal
video/animalkingdom/FGNVWRAC.mp4,Running,Agouti,Mammal
video/animalkingdom/FICOVGCS.mp4,Running,Elephant,Mammal
video/animalkingdom/FILHMXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/FJABQEBY.mp4,Walking,Fox,Mammal
video/animalkingdom/FJDFAFJG.mp4,Walking,Elephant,Mammal
video/animalkingdom/FJXOQXGD.mp4,Eating,Mouse,Mammal
video/animalkingdom/FKSLOHGA.mp4,Attending,Meerkat,Mammal
video/animalkingdom/FKVXCXGD.mp4,Running,Horse,Mammal
video/animalkingdom/FLBGMVYU.mp4,Walking,Leopard,Mammal
video/animalkingdom/FMBISUDX.mp4,Walking,Leopard,Mammal
video/animalkingdom/FNPLQCNX.mp4,Walking,Wolf,Mammal
video/animalkingdom/FPBUQEZZ.mp4,Keeping still,Nilgai,Mammal
video/animalkingdom/FQVLGQCN.mp4,Sensing,Ibex,Mammal
video/animalkingdom/FQXIDUDX.mp4,Eating,Elephant,Mammal
video/animalkingdom/FSCOZUDX.mp4,Attending,Cheetah,Mammal
video/animalkingdom/FSRAFNPL.mp4,Keeping still,Squirrel,Mammal
video/animalkingdom/FUBSLXGD.mp4,Running,Horse,Mammal
video/animalkingdom/FUMBOFJG.mp4,Walking,Feas Muntjac,Mammal
video/animalkingdom/FUMFEOQU.mp4,Walking,Anteater,Mammal
video/animalkingdom/FUMVYIQR.mp4,Walking,Mongoose,Mammal
video/animalkingdom/FVAAJXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/FWCJKVMS.mp4,Eating,Greater Mouse Deer,Mammal
video/animalkingdom/FWVWMKEW.mp4,Walking,Giraffe,Mammal
video/animalkingdom/FXLJUUDX.mp4,Walking,Elephant,Mammal
video/animalkingdom/FYGPDRAC.mp4,Sensing,Red-Blacked Squirrel Monkey,Mammal
video/animalkingdom/FYVUCVYU.mp4,Walking,Leopard,Mammal
video/animalkingdom/FZIICKEW.mp4,Jumping,Pika,Mammal
video/animalkingdom/FZVCBBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video/animalkingdom/GAGRMQCN.mp4,Sensing,Ibex,Mammal
video/animalkingdom/GBTWSIKV.mp4,Sensing,Otter,Mammal
video/animalkingdom/GCAXIXGD.mp4,Running,Horse,Mammal
video/animalkingdom/GCCNECEI.mp4,Walking,Chimpanzee,Mammal
video/animalkingdom/GCEGAUDX.mp4,Attending,Cheetah,Mammal
video/animalkingdom/GCSFBNPL.mp4,Sensing,Squirrel,Mammal
video/animalkingdom/GDFCYVYU.mp4,Eating,Leopard,Mammal
video/animalkingdom/GDHUDBQT.mp4,Walking,Raffles Banded Langur,Mammal
video/animalkingdom/GDSMBCEI.mp4,Sensing,Chimpanzee,Mammal
video/animalkingdom/GECZMXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/GFXUUUDX.mp4,Walking,Elephant,Mammal
video/animalkingdom/GGBSPBQT.mp4,Jumping,Lesser Mousedeer,Mammal
video/animalkingdom/GGTIOXGD.mp4,Keeping still,Horse,Mammal
video/animalkingdom/GHJKYBQT.mp4,Sensing,Otter,Mammal
video/animalkingdom/GHMUWXGD.mp4,Jumping,Kangaroo,Mammal
video/animalkingdom/GHROHCEI.mp4,Walking,Chimpanzee,Mammal
video/animalkingdom/GIVJGXGD.mp4,Attending,Fox,Mammal
video/animalkingdom/GKZXNIMN.mp4,Walking,Dholes,Mammal
video/animalkingdom/GMAYMFGA.mp4,Walking,Wildebeest,Mammal
video/animalkingdom/GMHMUNPL.mp4,Eating,Squirrel,Mammal
video/animalkingdom/GNBCOCNX.mp4,Sensing,Wolf,Mammal
video/animalkingdom/GNEUMTCN.mp4,Eating,Horse Young,Mammal
video/animalkingdom/GNMCNCNX.mp4,Eating,Wolf,Mammal
video/animalkingdom/GNNXLFFP.mp4,Walking,Maroon Macaque,Mammal
video/animalkingdom/GNWELUPH.mp4,Walking,Chamois Goat Antelope,Mammal
video/animalkingdom/GNYJZBQT.mp4,Walking,Pangolin,Mammal
video/animalkingdom/GPBPWXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/GQKYNFYY.mp4,Eating,Otter,Mammal
video/animalkingdom/GQPZXBME.mp4,Eating,Horse,Mammal
video/animalkingdom/GQTPHUDX.mp4,Walking,Cheetah,Mammal
video/animalkingdom/GRUCDFGA.mp4,Running,Wolf,Mammal
video/animalkingdom/GSRHOXGD.mp4,Running,Horse,Mammal
video/animalkingdom/GSVYUBQT.mp4,Eating,Plantain Squirrel,Mammal
video/animalkingdom/GTKMUFFP.mp4,Sensing,Maroon Macaque,Mammal
video/animalkingdom/GTPSJOXJ.mp4,Jumping,Beaver,Mammal
video/animalkingdom/GUBXCXGD.mp4,Attending,Horse,Mammal
video/animalkingdom/GUINTTCN.mp4,Walking,Horse Young,Mammal
video/animalkingdom/GUVIGBME.mp4,Walking,Horse,Mammal
video/animalkingdom/GWMRQXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/GWRPTXDO.mp4,Sensing,Wild Dog,Mammal
video/animalkingdom/GXCJRKEW.mp4,Running,Stoat,Mammal
video/animalkingdom/GXCSJXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/GXSFVXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HAIFDBQT.mp4,Eating,Plantain Squirrel,Mammal
video/animalkingdom/HAJCSXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HAKTOBME.mp4,Eating,Horse,Mammal
video/animalkingdom/HAZRRBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video/animalkingdom/HBVVGXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/HCDJRXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HCOWMEBY.mp4,Sensing,Fox,Mammal
video/animalkingdom/HCPLXQCN.mp4,Sensing,Ibex,Mammal
video/animalkingdom/HDEOCXGD.mp4,Eating,Horse,Mammal
video/animalkingdom/HDGFVUDX.mp4,Walking,Cheetah,Mammal
video/animalkingdom/HDULNFFP.mp4,Walking,Maroon Macaque,Mammal
video/animalkingdom/HESZDXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HFEKNBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video/animalkingdom/HGDDETEK.mp4,Attending,White Tiger,Mammal
video/animalkingdom/HGFEZRAC.mp4,Walking,Jaguarundi Cat,Mammal
video/animalkingdom/HHASQVYU.mp4,Attending,Leopard,Mammal
video/animalkingdom/HHDLXDPR.mp4,Sensing,Coyote,Mammal
video/animalkingdom/HHUHSFGA.mp4,Running,Wildebeest,Mammal
video/animalkingdom/HITMUBQT.mp4,Eating,Plantain Squirrel,Mammal
video/animalkingdom/HJVDLICI.mp4,Keeping still,Cheetah,Mammal
video/animalkingdom/HKTGJNPO.mp4,Walking,Lion,Mammal
video/animalkingdom/HKVZTXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/HLBYHXGD.mp4,Eating,Kangaroo,Mammal
video/animalkingdom/HLGTQNJC.mp4,Jumping,Deer,Mammal
video/animalkingdom/HLJWHRAC.mp4,Walking,Tamandua,Mammal
video/animalkingdom/HLMWBXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HMWPXDPR.mp4,Walking,Ocelot,Mammal
video/animalkingdom/HNCJCKEW.mp4,Keeping still,Pika,Mammal
video/animalkingdom/HNHAVXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HNJDOTHG.mp4,Walking,Red River Hog,Mammal
video/animalkingdom/HOBGXXGD.mp4,Walking,Horse,Mammal
video/animalkingdom/HOXJRNPL.mp4,Walking,Squirrel,Mammal
video/animalkingdom/HPHCNTHG.mp4,Walking,Red River Hog,Mammal
video/animalkingdom/HPHVJTCN.mp4,Sensing,Horse Young,Mammal
video/animalkingdom/HPVZLFFP.mp4,Keeping still,Maroon Macaque,Mammal
video/animalkingdom/HQIGZNPL.mp4,Keeping still,Squirrel,Mammal
video/animalkingdom/HQPJACEI.mp4,Walking,Chimpanzee,Mammal
video/animalkingdom/HQQASBQT.mp4,Walking,Otter,Mammal
video/animalkingdom/HREWJTEK.mp4,Eating,Fishing Cat,Mammal
video/animalkingdom/HRJQVUDX.mp4,Walking,Elephant,Mammal
video/animalkingdom/HRLSKXGD.mp4,Eating,Mountain Pygmy Possum,Mammal
video/animalkingdom/HRPDDXGD.mp4,Running,Horse,Mammal
video/animalkingdom/HSUJYUDX.mp4,Walking,Elephant,Mammal
video/animalkingdom/HTDYEXGD.mp4,Sensing,Horse,Mammal
video/animalkingdom/HTEDJRAC.mp4,Running,White Nosed Coati,Mammal
video/animalkingdom/HTKABXGD.mp4,Eating,Kangaroo,Mammal
