video_path,action,species,parent_class
video\BWCJIRAC.mp4,Walking,Tamandua,Mammal
video\BWLFAFGA.mp4,Walking,Wolf,Mammal
video\BWPFNMYV.mp4,Keeping still,Mountain Gorilla,Mammal
video\BXBRADSN.mp4,Walking,Cheetah,Mammal
video\BXBXBUDX.mp4,Walking,Cheetah,Mammal
video\BYPZMFGA.mp4,Keeping still,Wildebeest,Mammal
video\BZFOLEZZ.mp4,Attending,Jackal,Mammal
video\BZWVJNSU.mp4,Running,Hyena,Mammal
video\CABQECNX.mp4,Walking,Wolf,Mammal
video\CAZKQXGD.mp4,Running,Horse,Mammal
video\CAZTCEBY.mp4,Sensing,Fox,Mammal
video\CBPNVFGA.mp4,Walking,Wildebeest,Mammal
video\CCKWWDSN.mp4,Walking,Markhor Goat,Mammal
video\CDHUDUDX.mp4,Walking,Cheetah,Mammal
video\CEBOCNPL.mp4,Eating,Squirrel,Mammal
video\CEIKSPIF.mp4,Attending,Grizzly Bear,Mammal
video\CEMIIXGD.mp4,Walking,Horse,Mammal
video\CGBRGVYU.mp4,Sensing,Leopard,Mammal
video\CGIQFVMP.mp4,Walking,Moose,Mammal
video\CGYOREBY.mp4,Eating,Fox,Mammal
video\CHRNUAMC.mp4,Sensing,Lion,Mammal
video\CITKIRAC.mp4,Walking,Capuchin Monkey,Mammal
video\CIWHUXGD.mp4,Eating,Horse,Mammal
video\CJJNTNPL.mp4,Eating,Squirrel,Mammal
video\CJOCVEBY.mp4,Sensing,Fox,Mammal
video\CKFVZXGD.mp4,Attending,Dog,Mammal
video\CKNJJBQT.mp4,Eating,Plantain Squirrel,Mammal
video\CKVQKNJC.mp4,Eating,Monkey,Mammal
video\CLDNLAMC.mp4,Sensing,Lion Young,Mammal
video\CLVFXBQT.mp4,Eating,Raffles Banded Langur,Mammal
video\CLYFEFKM.mp4,Keeping still,Meerkat,Mammal
video\CNNJIBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video\CNUZUHGA.mp4,Walking,Cheetah,Mammal
video\COFRYBQT.mp4,Attending,Lesser Mousedeer,Mammal
video\COPCOXGD.mp4,Walking,Horse,Mammal
video\COQKMVYU.mp4,Attending,Leopard,Mammal
video\COWCRRLL.mp4,Attending,Mouse,Mammal
video\COYLUXGD.mp4,Walking,Horse,Mammal
video\CPOBLXGD.mp4,Sensing,Fox,Mammal
video\CQCWGBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video\CREJWFGA.mp4,Walking,Wolf,Mammal
video\CSONVXGD.mp4,Jumping,Rabbit,Mammal
video\CSTTXXGD.mp4,Running,Horse,Mammal
video\CTRMJPIF.mp4,Walking,Polar Bear,Mammal
video\CUACAXGD.mp4,Running,Horse,Mammal
video\CUKQYVMW.mp4,Walking,Mouse,Mammal
video\CWDMGCEI.mp4,Eating,Chimpanzee,Mammal
video\CWLZEQCN.mp4,Walking,Ibex,Mammal
video\CXDJFXGD.mp4,Running,Horse,Mammal
video\CYPGOBME.mp4,Eating,Horse,Mammal
video\CZRSPDPR.mp4,Walking,Anteater,Mammal
video\CZXZAXGD.mp4,Walking,Mountain Pygmy Possum,Mammal
video\DABPQKEW.mp4,Running,Goat,Mammal
video\DAWAFGCS.mp4,Keeping still,Lion,Mammal
video\DBBCFXGD.mp4,Eating,Mountain Pygmy Possum,Mammal
video\DBMIBFFP.mp4,Sensing,Squirrel,Mammal
video\DCRKSUDX.mp4,Walking,Leopard,Mammal
video\DCXHQDSN.mp4,Running,Cheetah,Mammal
video\DDBBLRAC.mp4,Walking,Agouti,Mammal
video\DDEBABQT.mp4,Keeping still,Raffles Banded Langur,Mammal
video\DDSHFVYU.mp4,Walking,Leopard,Mammal
video\DDTEBBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video\DEPOXNBD.mp4,Sensing,Binturong,Mammal
video\DEVMHVMS.mp4,Eating,Greater Mouse Deer,Mammal
video\DEZCRTHG.mp4,Walking,Red River Hog,Mammal
video\DGIRLTCN.mp4,Eating,Horse Young,Mammal
video\DGQFYFJG.mp4,Keeping still,Sambar Deer,Mammal
video\DGUKDBQT.mp4,Eating,Lesser Mousedeer,Mammal
video\DHGBLFGA.mp4,Walking,Wildebeest,Mammal
video\DHMLCBME.mp4,Walking,Horse,Mammal
video\DHRESNBD.mp4,Walking,Malayan Sun Bear,Mammal
video\DILOTWBC.mp4,Walking,Mongoose,Mammal
video\DJSSSXGD.mp4,Attending,Horse,Mammal
video\DJXQRUDX.mp4,Walking,Cheetah,Mammal
video\DKOETQCN.mp4,Walking,Ibex,Mammal
video\DLTMKBQT.mp4,Jumping,Plantain Squirrel,Mammal
video\DMUGQRAC.mp4,Walking,Jaguarundi Cat,Mammal
video\DMWDYKEW.mp4,Running,Pika,Mammal
video\DMWSNSMJ.mp4,Keeping still,Marshbuck,Mammal
video\DNAYBRAC.mp4,Running,White Nosed Coati,Mammal
video\DOBKLXGD.mp4,Sensing,Kangaroo,Mammal
video\DOTINFGA.mp4,Walking,Caribou,Mammal
video\DOWWVRAC.mp4,Running,Coyote,Mammal
video\DPJTTFGA.mp4,Running,Wildebeest,Mammal
video\DPNQDRAC.mp4,Walking,Ocelot,Mammal
video\DPOICXGD.mp4,Attending,Horse,Mammal
video\DQUXVTHG.mp4,Walking,Sooty Mangabey,Mammal
video\DQZODUPH.mp4,Eating,Squirrel,Mammal
video\DRFRXWBC.mp4,Running,Mongoose,Mammal
video\DRQFYFGA.mp4,Sensing,Orangutan,Mammal
video\DRQOSRAC.mp4,Walking,Nine Banded Armadillo,Mammal
video\DSDOQUDX.mp4,Keeping still,Gazelle,Mammal
video\DSODIBQT.mp4,Eating,Plantain Squirrel,Mammal
video\DSUCBXGD.mp4,Sensing,Kangaroo,Mammal
video\DSUIJEBY.mp4,Walking,Fox,Mammal
video\DTFWDRAC.mp4,Walking,Ocelot,Mammal
video\DTHOBFFP.mp4,Keeping still,Maroon Macaque,Mammal
video\DTPPSDSN.mp4,Sensing,Cheetah,Mammal
video\DTRVTBQT.mp4,Jumping,Plantain Squirrel,Mammal
video\DUOCPFFP.mp4,Running,Maroon Macaque,Mammal
video\DUVPOXGD.mp4,Walking,Horse,Mammal
video\DUZPVFGA.mp4,Running,Wild Dog,Mammal
video\DVFQTRAC.mp4,Running,White Nosed Coati,Mammal
video\DVJQEXGD.mp4,Running,Horse,Mammal
video\DVKDIRAC.mp4,Walking,Capuchin Monkey,Mammal
video\DVNMYKEW.mp4,Eating,Giraffe,Mammal
video\DVURAAMC.mp4,Walking,Lion Young,Mammal
video\DWJMZNSU.mp4,Attending,Hyena,Mammal
video\DWTKCFFP.mp4,Eating,Maroon Macaque,Mammal
video\DXFPBXGD.mp4,Attending,Horse,Mammal
video\DXIHBXGD.mp4,Running,Horse,Mammal
video\DXIJIRAC.mp4,Walking,White Nosed Coati,Mammal
video\DXNSEQCN.mp4,Walking,Ibex,Mammal
video\DXORPXGD.mp4,Eating,Horse,Mammal
video\DXYHSUDX.mp4,Walking,Cheetah,Mammal
video\DYTYOTCN.mp4,Keeping still,Horse Young,Mammal
video\DYYBXFYY.mp4,Attending,Otter,Mammal
video\DZDUNSMJ.mp4,Walking,Mandrill,Mammal
video\DZMSMUDX.mp4,Walking,Elephant,Mammal
video\EAMYQBME.mp4,Eating,Horse,Mammal
video\EAUTRBQT.mp4,Sensing,Greater Mouse Deer,Mammal
video\ECJSDXGD.mp4,Running,Horse,Mammal
video\ECVCYXGD.mp4,Running,Horse,Mammal
video\ECZKCXGD.mp4,Eating,Horse,Mammal
video\EDHHMXGD.mp4,Running,Dog,Mammal
video\EDXUUCNX.mp4,Walking,Wolf,Mammal
video\EFTEJFFP.mp4,Sensing,Maroon Macaque,Mammal
video\EFTITUDX.mp4,Walking,Cheetah,Mammal
video\EGGXREUL.mp4,Keeping still,Leopard,Mammal
video\EHNCNBQT.mp4,Attending,Raffles Banded Langur,Mammal
video\EHPITBQT.mp4,Eating,Raffles Banded Langur,Mammal
video\EJDUGBME.mp4,Eating,Horse,Mammal
video\EJEVNFJG.mp4,Keeping still,Sambar Deer,Mammal
video\EKEHXXGD.mp4,Eating,Kangaroo Young,Mammal
video\EKHVBTEK.mp4,Attending,Gibbon,Mammal
video\EKJNSBQT.mp4,Eating,Boar,Mammal
video\EKLRBBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video\EKSOYTEK.mp4,Attending,Sri Lankan Leopard,Mammal
video\ELXOTSMJ.mp4,Walking,Elephant,Mammal
video\EMZDGVMS.mp4,Eating,Greater Mouse Deer,Mammal
video\ENLEURAC.mp4,Walking,Agouti,Mammal
video\EOMLOKEW.mp4,Sensing,Stoat,Mammal
video\EQDQKHGA.mp4,Walking,Lion,Mammal
video\ERLIEXDO.mp4,Walking,Lion,Mammal
video\ESJCMBME.mp4,Eating,Horse,Mammal
video\ESSNTDSN.mp4,Jumping,Jaculus Jaculus,Mammal
video\ETBWOXGD.mp4,Eating,Kangaroo,Mammal
video\ETRDYFFP.mp4,Walking,Pangolin,Mammal
video\EUFMXDSN.mp4,Walking,Buffalo,Mammal
video\EUKRNXGD.mp4,Walking,Dingo Dog,Mammal
video\EWNIPXGD.mp4,Eating,Horse,Mammal
video\EWZNSXGD.mp4,Walking,Wombat,Mammal
video\EXCAJRAC.mp4,Jumping,Red-Blacked Squirrel Monkey,Mammal
video\EXPXKXGD.mp4,Attending,Kangaroo,Mammal
video\EXYCJBQT.mp4,Attending,Raffles Banded Langur,Mammal
video\EYEOZNSU.mp4,Walking,Hyena,Mammal
video\FAACYUDX.mp4,Walking,African Oryx,Mammal
video\FAPEIBME.mp4,Walking,Horse,Mammal
video\FBBJSTEK.mp4,Walking,Boar,Mammal
video\FBCOFDSN.mp4,Attending,Snow Leopard,Mammal
video\FBQKWUDX.mp4,Walking,Elephant,Mammal
video\FBUZLRAC.mp4,Sensing,Red-Blacked Squirrel Monkey,Mammal
video\FCKGNXGD.mp4,Keeping still,Kangaroo,Mammal
video\FCSYONBD.mp4,Walking,Malayan Porcupine,Mammal
video\FDMRPQCN.mp4,Walking,Ibex,Mammal
video\FDVOPXGD.mp4,Running,Horse,Mammal
video\FDVPSRAC.mp4,Jumping,White Nosed Coati,Mammal
video\FDYRGRLL.mp4,Walking,Mouse,Mammal
video\FECPVTEK.mp4,Keeping still,Colugo,Mammal
video\FFEBKBQT.mp4,Attending,Greater Mouse Deer,Mammal
video\FGAQAXGD.mp4,Running,Horse,Mammal
video\FGNVWRAC.mp4,Running,Agouti,Mammal
video\FICOVGCS.mp4,Running,Elephant,Mammal
video\FILHMXGD.mp4,Walking,Horse,Mammal
video\FJABQEBY.mp4,Walking,Fox,Mammal
video\FJDFAFJG.mp4,Walking,Elephant,Mammal
video\FJXOQXGD.mp4,Eating,Mouse,Mammal
video\FKSLOHGA.mp4,Attending,Meerkat,Mammal
video\FKVXCXGD.mp4,Running,Horse,Mammal
video\FLBGMVYU.mp4,Walking,Leopard,Mammal
video\FMBISUDX.mp4,Walking,Leopard,Mammal
video\FNPLQCNX.mp4,Walking,Wolf,Mammal
video\FPBUQEZZ.mp4,Keeping still,Nilgai,Mammal
video\FQVLGQCN.mp4,Sensing,Ibex,Mammal
video\FQXIDUDX.mp4,Eating,Elephant,Mammal
video\FSCOZUDX.mp4,Attending,Cheetah,Mammal
video\FSRAFNPL.mp4,Keeping still,Squirrel,Mammal
video\FUBSLXGD.mp4,Running,Horse,Mammal
video\FUMBOFJG.mp4,Walking,Feas Muntjac,Mammal
video\FUMFEOQU.mp4,Walking,Anteater,Mammal
video\FUMVYIQR.mp4,Walking,Mongoose,Mammal
video\FVAAJXGD.mp4,Walking,Horse,Mammal
video\FWCJKVMS.mp4,Eating,Greater Mouse Deer,Mammal
video\FWVWMKEW.mp4,Walking,Giraffe,Mammal
video\FXLJUUDX.mp4,Walking,Elephant,Mammal
video\FYGPDRAC.mp4,Sensing,Red-Blacked Squirrel Monkey,Mammal
video\FYVUCVYU.mp4,Walking,Leopard,Mammal
video\FZIICKEW.mp4,Jumping,Pika,Mammal
video\FZVCBBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video\GAGRMQCN.mp4,Sensing,Ibex,Mammal
video\GBTWSIKV.mp4,Sensing,Otter,Mammal
video\GCAXIXGD.mp4,Running,Horse,Mammal
video\GCCNECEI.mp4,Walking,Chimpanzee,Mammal
video\GCEGAUDX.mp4,Attending,Cheetah,Mammal
video\GCSFBNPL.mp4,Sensing,Squirrel,Mammal
video\GDFCYVYU.mp4,Eating,Leopard,Mammal
video\GDHUDBQT.mp4,Walking,Raffles Banded Langur,Mammal
video\GDSMBCEI.mp4,Sensing,Chimpanzee,Mammal
video\GECZMXGD.mp4,Walking,Horse,Mammal
video\GFXUUUDX.mp4,Walking,Elephant,Mammal
video\GGBSPBQT.mp4,Jumping,Lesser Mousedeer,Mammal
video\GGTIOXGD.mp4,Keeping still,Horse,Mammal
video\GHJKYBQT.mp4,Sensing,Otter,Mammal
video\GHMUWXGD.mp4,Jumping,Kangaroo,Mammal
video\GHROHCEI.mp4,Walking,Chimpanzee,Mammal
video\GIVJGXGD.mp4,Attending,Fox,Mammal
video\GKZXNIMN.mp4,Walking,Dholes,Mammal
video\GMAYMFGA.mp4,Walking,Wildebeest,Mammal
video\GMHMUNPL.mp4,Eating,Squirrel,Mammal
video\GNBCOCNX.mp4,Sensing,Wolf,Mammal
video\GNEUMTCN.mp4,Eating,Horse Young,Mammal
video\GNMCNCNX.mp4,Eating,Wolf,Mammal
video\GNNXLFFP.mp4,Walking,Maroon Macaque,Mammal
video\GNWELUPH.mp4,Walking,Chamois Goat Antelope,Mammal
video\GNYJZBQT.mp4,Walking,Pangolin,Mammal
video\GPBPWXGD.mp4,Eating,Horse,Mammal
video\GQKYNFYY.mp4,Eating,Otter,Mammal
video\GQPZXBME.mp4,Eating,Horse,Mammal
video\GQTPHUDX.mp4,Walking,Cheetah,Mammal
video\GRUCDFGA.mp4,Running,Wolf,Mammal
video\GSRHOXGD.mp4,Running,Horse,Mammal
video\GSVYUBQT.mp4,Eating,Plantain Squirrel,Mammal
video\GTKMUFFP.mp4,Sensing,Maroon Macaque,Mammal
video\GTPSJOXJ.mp4,Jumping,Beaver,Mammal
video\GUBXCXGD.mp4,Attending,Horse,Mammal
video\GUINTTCN.mp4,Walking,Horse Young,Mammal
video\GUVIGBME.mp4,Walking,Horse,Mammal
video\GWMRQXGD.mp4,Walking,Horse,Mammal
video\GWRPTXDO.mp4,Sensing,Wild Dog,Mammal
video\GXCJRKEW.mp4,Running,Stoat,Mammal
video\GXCSJXGD.mp4,Walking,Horse,Mammal
video\GXSFVXGD.mp4,Running,Horse,Mammal
video\HAIFDBQT.mp4,Eating,Plantain Squirrel,Mammal
video\HAJCSXGD.mp4,Running,Horse,Mammal
video\HAKTOBME.mp4,Eating,Horse,Mammal
video\HAZRRBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video\HBVVGXGD.mp4,Eating,Horse,Mammal
video\HCDJRXGD.mp4,Running,Horse,Mammal
video\HCOWMEBY.mp4,Sensing,Fox,Mammal
video\HCPLXQCN.mp4,Sensing,Ibex,Mammal
video\HDEOCXGD.mp4,Eating,Horse,Mammal
video\HDGFVUDX.mp4,Walking,Cheetah,Mammal
video\HDULNFFP.mp4,Walking,Maroon Macaque,Mammal
video\HESZDXGD.mp4,Running,Horse,Mammal
video\HFEKNBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video\HGDDETEK.mp4,Attending,White Tiger,Mammal
video\HGFEZRAC.mp4,Walking,Jaguarundi Cat,Mammal
video\HHASQVYU.mp4,Attending,Leopard,Mammal
video\HHDLXDPR.mp4,Sensing,Coyote,Mammal
video\HHUHSFGA.mp4,Running,Wildebeest,Mammal
video\HITMUBQT.mp4,Eating,Plantain Squirrel,Mammal
video\HJVDLICI.mp4,Keeping still,Cheetah,Mammal
video\HKTGJNPO.mp4,Walking,Lion,Mammal
video\HKVZTXGD.mp4,Walking,Horse,Mammal
video\HLBYHXGD.mp4,Eating,Kangaroo,Mammal
video\HLGTQNJC.mp4,Jumping,Deer,Mammal
video\HLJWHRAC.mp4,Walking,Tamandua,Mammal
video\HLMWBXGD.mp4,Running,Horse,Mammal
video\HMWPXDPR.mp4,Walking,Ocelot,Mammal
video\HNCJCKEW.mp4,Keeping still,Pika,Mammal
video\HNHAVXGD.mp4,Running,Horse,Mammal
video\HNJDOTHG.mp4,Walking,Red River Hog,Mammal
video\HOBGXXGD.mp4,Walking,Horse,Mammal
video\HOXJRNPL.mp4,Walking,Squirrel,Mammal
video\HPHCNTHG.mp4,Walking,Red River Hog,Mammal
video\HPHVJTCN.mp4,Sensing,Horse Young,Mammal
video\HPVZLFFP.mp4,Keeping still,Maroon Macaque,Mammal
video\HQIGZNPL.mp4,Keeping still,Squirrel,Mammal
video\HQPJACEI.mp4,Walking,Chimpanzee,Mammal
video\HQQASBQT.mp4,Walking,Otter,Mammal
video\HREWJTEK.mp4,Eating,Fishing Cat,Mammal
video\HRJQVUDX.mp4,Walking,Elephant,Mammal
video\HRLSKXGD.mp4,Eating,Mountain Pygmy Possum,Mammal
video\HRPDDXGD.mp4,Running,Horse,Mammal
video\HSUJYUDX.mp4,Walking,Elephant,Mammal
video\HTDYEXGD.mp4,Sensing,Horse,Mammal
video\HTEDJRAC.mp4,Running,White Nosed Coati,Mammal
video\HTKABXGD.mp4,Eating,Kangaroo,Mammal
video\HTVUFRSU.mp4,Running,Wolf,Mammal
video\HVEJFXGD.mp4,Attending,Horse,Mammal
video\HWKCZAMC.mp4,Walking,Lion Young,Mammal
video\HXNAZRAC.mp4,Sensing,Jaguarundi Cat,Mammal
video\HXNGQUDX.mp4,Walking,Lion,Mammal
video\HYGTXBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video\HYSOWTCN.mp4,Sensing,Horse Young,Mammal
video\HYSYZRAC.mp4,Running,Jaguarundi Cat,Mammal
video\HZCZBBQT.mp4,Attending,Raffles Banded Langur,Mammal
video\HZKMKTEK.mp4,Sensing,Sri Lankan Leopard,Mammal
video\HZSBAVMP.mp4,Eating,Bison,Mammal
video\HZYULXGD.mp4,Running,Horse,Mammal
video\IAARQSMJ.mp4,Walking,Red River Hog,Mammal
video\IACDZXGD.mp4,Walking,Horse,Mammal
video\IAKDVEBY.mp4,Walking,Fox,Mammal
video\IAOVLTEK.mp4,Eating,Bornean Orangutan,Mammal
video\IBBJLBQT.mp4,Keeping still,Raffles Banded Langur,Mammal
video\IBNUKAMC.mp4,Walking,Lion,Mammal
video\IBOJVUDX.mp4,Walking,Cheetah,Mammal
video\IBTBNXGD.mp4,Eating,Kangaroo,Mammal
video\IBTSPUDX.mp4,Walking,Cheetah,Mammal
video\IBXIUKEW.mp4,Running,Pika,Mammal
video\ICCBOFGA.mp4,Walking,Wild Dog,Mammal
video\ICPFTUDX.mp4,Walking,Lion,Mammal
video\ICWMBAMC.mp4,Walking,Lion,Mammal
video\ICYKYXGD.mp4,Running,Horse,Mammal
video\IECYSLQI.mp4,Eating,Barking Deer,Mammal
video\IEEELRAC.mp4,Walking,Capuchin Monkey,Mammal
video\IEMAJDPR.mp4,Walking,Cougar,Mammal
video\IESWATEK.mp4,Walking,Malayan Tapir,Mammal
video\IEWNHBQT.mp4,Attending,Raffles Banded Langur,Mammal
video\IFUOAXGD.mp4,Jumping,Horse,Mammal
video\IGICSXGD.mp4,Running,Horse,Mammal
video\IIPXFNPO.mp4,Attending,Lion,Mammal
video\IJDTWXGD.mp4,Running,Horse,Mammal
video\IKHFZKEW.mp4,Jumping,Pika,Mammal
video\IKJGSTHG.mp4,Keeping still,Red River Hog,Mammal
video\IKMMYXGD.mp4,Keeping still,Horse,Mammal
video\IKSBHMYV.mp4,Walking,Gorilla,Mammal
video\IKTCNBQT.mp4,Jumping,Raffles Banded Langur,Mammal
video\ILHAUQCN.mp4,Walking,Ibex,Mammal
video\IMAQEICI.mp4,Keeping still,Cheetah,Mammal
video\IMJGORAC.mp4,Running,White Nosed Coati,Mammal
video\IOCXZWBC.mp4,Walking,Mongoose,Mammal
video\IONOCBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video\IPUPXXDO.mp4,Eating,Hyena,Mammal
video\IPWPDQCN.mp4,Walking,Ibex,Mammal
video\ITFOVXGD.mp4,Attending,Kangaroo,Mammal
video\ITTWLFGA.mp4,Running,Wildebeest,Mammal
video\IUFMBXGD.mp4,Walking,Horse,Mammal
video\IUGCUFGA.mp4,Running,Wolf,Mammal
video\IULTCNBD.mp4,Sensing,Serow,Mammal
video\IUUGEXGD.mp4,Eating,Rabbit,Mammal
video\IUZEQEBY.mp4,Keeping still,Fox,Mammal
video\IVHZGXGD.mp4,Running,Horse,Mammal
video\IVIQTFJG.mp4,Walking,Malayan Tapir,Mammal
video\IWQOCNSU.mp4,Sensing,Hyena,Mammal
video\IWYCRUDX.mp4,Walking,Elephant,Mammal
video\IXNCPBQT.mp4,Eating,Greater Mouse Deer,Mammal
video\IXRBDXGD.mp4,Keeping still,Echina,Mammal
video\IXUEPHGA.mp4,Keeping still,Giraffe,Mammal
video\IXZQUXGD.mp4,Running,Horse,Mammal
video\IZFBNBQT.mp4,Attending,Colugo,Mammal
video\IZTMAXGD.mp4,Running,Horse,Mammal
video\JAMOABQT.mp4,Attending,Raffles Banded Langur,Mammal
video\JANSXAMC.mp4,Walking,Lion Young,Mammal
video\JARPYUDX.mp4,Walking,Cheetah,Mammal
video\JBUDBLQI.mp4,Sensing,Rhesus Macaque,Mammal
video\JCAWKUDX.mp4,Attending,Leopard,Mammal
video\JCXLVVMS.mp4,Eating,Greater Mouse Deer,Mammal
video\JDCETIMN.mp4,Attending,Sumatran Hog Badger,Mammal
video\JDRFJNPL.mp4,Eating,Squirrel,Mammal
video\JDZKXPIF.mp4,Sensing,Grizzly Bear,Mammal
video\JERMTICI.mp4,Keeping still,Cheetah,Mammal
video\JFLJCRAC.mp4,Walking,Ocelot,Mammal
video\JFUJBBQT.mp4,Sensing,Raffles Banded Langur,Mammal
video\JFUYFXGD.mp4,Running,Horse,Mammal
video\JGFOMSMJ.mp4,Walking,Elephant,Mammal
video\JGZIZFKM.mp4,Eating,Meerkat,Mammal
video\JHMHVUDX.mp4,Keeping still,Gazelle,Mammal
video\JIWWTNPL.mp4,Walking,Squirrel,Mammal
video\JJVTFXGD.mp4,Running,Horse,Mammal
video\JKGQQTEK.mp4,Walking,White Rhinoceros,Mammal
video\JLNEOBQT.mp4,Eating,Plantain Squirrel,Mammal
video\JLOUIFFP.mp4,Running,Maroon Macaque,Mammal
video\JLQYOXGD.mp4,Attending,Dog,Mammal
