video_path,action,species,parent_class
video\animalkingdom\CJOCVEBY.mp4,Sensing,Fox,mammal
video\animalkingdom\CKFVZXGD.mp4,Attending,Dog,mammal
video\animalkingdom\CKNJJBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\CKVQKNJC.mp4,Eating,Monkey,mammal
video\animalkingdom\CLDNLAMC.mp4,Sensing,Lion Young,mammal
video\animalkingdom\CLVFXBQT.mp4,Eating,Raffles Banded Langur,mammal
video\animalkingdom\CLYFEFKM.mp4,Keeping still,Meerkat,mammal
video\animalkingdom\CNNJIBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\CNUZUHGA.mp4,Walking,Cheetah,mammal
video\animalkingdom\COFRYBQT.mp4,Attending,Lesser Mousedeer,mammal
video\animalkingdom\COPCOXGD.mp4,Walking,Horse,mammal
video\animalkingdom\COQKMVYU.mp4,Attending,Leopard,mammal
video\animalkingdom\COWCRRLL.mp4,Attending,Mouse,mammal
video\animalkingdom\COYLUXGD.mp4,Walking,Horse,mammal
video\animalkingdom\CPOBLXGD.mp4,Sensing,Fox,mammal
video\animalkingdom\CQCWGBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\CSONVXGD.mp4,Jumping,Rabbit,mammal
video\animalkingdom\CSTTXXGD.mp4,Running,Horse,mammal
video\animalkingdom\CTRMJPIF.mp4,Walking,Polar Bear,mammal
video\animalkingdom\CUACAXGD.mp4,Running,Horse,mammal
video\animalkingdom\CUKQYVMW.mp4,Walking,Mouse,mammal
video\animalkingdom\CWDMGCEI.mp4,Eating,Chimpanzee,mammal
video\animalkingdom\CWLZEQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\CXDJFXGD.mp4,Running,Horse,mammal
video\animalkingdom\CYPGOBME.mp4,Eating,Horse,mammal
video\animalkingdom\CZRSPDPR.mp4,Walking,Anteater,mammal
video\animalkingdom\CZXZAXGD.mp4,Walking,Mountain Pygmy Possum,mammal
video\animalkingdom\DABPQKEW.mp4,Running,Goat,mammal
video\animalkingdom\DAWAFGCS.mp4,Keeping still,Lion,mammal
video\animalkingdom\DBBCFXGD.mp4,Eating,Mountain Pygmy Possum,mammal
video\animalkingdom\DBMIBFFP.mp4,Sensing,Squirrel,mammal
video\animalkingdom\DCRKSUDX.mp4,Walking,Leopard,mammal
video\animalkingdom\DCXHQDSN.mp4,Running,Cheetah,mammal
video\animalkingdom\DDBBLRAC.mp4,Walking,Agouti,mammal
video\animalkingdom\DDEBABQT.mp4,Keeping still,Raffles Banded Langur,mammal
video\animalkingdom\DDSHFVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\DDTEBBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\DEPOXNBD.mp4,Sensing,Binturong,mammal
video\animalkingdom\DEVMHVMS.mp4,Eating,Greater Mouse Deer,mammal
video\animalkingdom\DEZCRTHG.mp4,Walking,Red River Hog,mammal
video\animalkingdom\DGIRLTCN.mp4,Eating,Horse Young,mammal
video\animalkingdom\DGQFYFJG.mp4,Keeping still,Sambar Deer,mammal
video\animalkingdom\DGUKDBQT.mp4,Eating,Lesser Mousedeer,mammal
video\animalkingdom\DHGBLFGA.mp4,Walking,Wildebeest,mammal
video\animalkingdom\DHMLCBME.mp4,Walking,Horse,mammal
video\animalkingdom\DHRESNBD.mp4,Walking,Malayan Sun Bear,mammal
video\animalkingdom\DILOTWBC.mp4,Walking,Mongoose,mammal
video\animalkingdom\DJSSSXGD.mp4,Attending,Horse,mammal
video\animalkingdom\DJXQRUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\DKOETQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\DLTMKBQT.mp4,Jumping,Plantain Squirrel,mammal
video\animalkingdom\DMUGQRAC.mp4,Walking,Jaguarundi Cat,mammal
video\animalkingdom\DMWDYKEW.mp4,Running,Pika,mammal
video\animalkingdom\DMWSNSMJ.mp4,Keeping still,Marshbuck,mammal
video\animalkingdom\DNAYBRAC.mp4,Running,White Nosed Coati,mammal
video\animalkingdom\DOBKLXGD.mp4,Sensing,Kangaroo,mammal
video\animalkingdom\DOTINFGA.mp4,Walking,Caribou,mammal
video\animalkingdom\DOWWVRAC.mp4,Running,Coyote,mammal
video\animalkingdom\DPJTTFGA.mp4,Running,Wildebeest,mammal
video\animalkingdom\DPNQDRAC.mp4,Walking,Ocelot,mammal
video\animalkingdom\DPOICXGD.mp4,Attending,Horse,mammal
video\animalkingdom\DQUXVTHG.mp4,Walking,Sooty Mangabey,mammal
video\animalkingdom\DQZODUPH.mp4,Eating,Squirrel,mammal
video\animalkingdom\DRFRXWBC.mp4,Running,Mongoose,mammal
video\animalkingdom\DRQFYFGA.mp4,Sensing,Orangutan,mammal
video\animalkingdom\DRQOSRAC.mp4,Walking,Nine Banded Armadillo,mammal
video\animalkingdom\DSDOQUDX.mp4,Keeping still,Gazelle,mammal
video\animalkingdom\DSODIBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\DSUCBXGD.mp4,Sensing,Kangaroo,mammal
video\animalkingdom\DSUIJEBY.mp4,Walking,Fox,mammal
video\animalkingdom\DTFWDRAC.mp4,Walking,Ocelot,mammal
video\animalkingdom\DTHOBFFP.mp4,Keeping still,Maroon Macaque,mammal
video\animalkingdom\DTPPSDSN.mp4,Sensing,Cheetah,mammal
video\animalkingdom\DTRVTBQT.mp4,Jumping,Plantain Squirrel,mammal
video\animalkingdom\DUOCPFFP.mp4,Running,Maroon Macaque,mammal
video\animalkingdom\DUVPOXGD.mp4,Walking,Horse,mammal
video\animalkingdom\DUZPVFGA.mp4,Running,Wild Dog,mammal
video\animalkingdom\DVFQTRAC.mp4,Running,White Nosed Coati,mammal
video\animalkingdom\DVJQEXGD.mp4,Running,Horse,mammal
video\animalkingdom\DVKDIRAC.mp4,Walking,Capuchin Monkey,mammal
video\animalkingdom\DVNMYKEW.mp4,Eating,Giraffe,mammal
video\animalkingdom\DVURAAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\DWJMZNSU.mp4,Attending,Hyena,mammal
video\animalkingdom\DWTKCFFP.mp4,Eating,Maroon Macaque,mammal
video\animalkingdom\DXFPBXGD.mp4,Attending,Horse,mammal
video\animalkingdom\DXIHBXGD.mp4,Running,Horse,mammal
video\animalkingdom\DXIJIRAC.mp4,Walking,White Nosed Coati,mammal
video\animalkingdom\DXNSEQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\DXORPXGD.mp4,Eating,Horse,mammal
video\animalkingdom\DXYHSUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\DYTYOTCN.mp4,Keeping still,Horse Young,mammal
video\animalkingdom\DYYBXFYY.mp4,Attending,Otter,mammal
video\animalkingdom\DZDUNSMJ.mp4,Walking,Mandrill,mammal
video\animalkingdom\DZMSMUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\EAMYQBME.mp4,Eating,Horse,mammal
video\animalkingdom\EAUTRBQT.mp4,Sensing,Greater Mouse Deer,mammal
video\animalkingdom\ECJSDXGD.mp4,Running,Horse,mammal
video\animalkingdom\ECVCYXGD.mp4,Running,Horse,mammal
video\animalkingdom\ECZKCXGD.mp4,Eating,Horse,mammal
video\animalkingdom\EDHHMXGD.mp4,Running,Dog,mammal
video\animalkingdom\EFTEJFFP.mp4,Sensing,Maroon Macaque,mammal
video\animalkingdom\EFTITUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\EGGXREUL.mp4,Keeping still,Leopard,mammal
video\animalkingdom\EHNCNBQT.mp4,Attending,Raffles Banded Langur,mammal
video\animalkingdom\EHPITBQT.mp4,Eating,Raffles Banded Langur,mammal
video\animalkingdom\EJDUGBME.mp4,Eating,Horse,mammal
video\animalkingdom\EJEVNFJG.mp4,Keeping still,Sambar Deer,mammal
video\animalkingdom\EKEHXXGD.mp4,Eating,Kangaroo Young,mammal
video\animalkingdom\EKHVBTEK.mp4,Attending,Gibbon,mammal
video\animalkingdom\EKJNSBQT.mp4,Eating,Boar,mammal
video\animalkingdom\EKLRBBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\EKSOYTEK.mp4,Attending,Sri Lankan Leopard,mammal
video\animalkingdom\ELXOTSMJ.mp4,Walking,Elephant,mammal
video\animalkingdom\EMZDGVMS.mp4,Eating,Greater Mouse Deer,mammal
video\animalkingdom\ENLEURAC.mp4,Walking,Agouti,mammal
video\animalkingdom\EOMLOKEW.mp4,Sensing,Stoat,mammal
video\animalkingdom\EQDQKHGA.mp4,Walking,Lion,mammal
video\animalkingdom\ERLIEXDO.mp4,Walking,Lion,mammal
video\animalkingdom\ESJCMBME.mp4,Eating,Horse,mammal
video\animalkingdom\ESSNTDSN.mp4,Jumping,Jaculus Jaculus,mammal
video\animalkingdom\ETBWOXGD.mp4,Eating,Kangaroo,mammal
video\animalkingdom\ETRDYFFP.mp4,Walking,Pangolin,mammal
video\animalkingdom\EUFMXDSN.mp4,Walking,Buffalo,mammal
video\animalkingdom\EUKRNXGD.mp4,Walking,Dingo Dog,mammal
video\animalkingdom\EWNIPXGD.mp4,Eating,Horse,mammal
video\animalkingdom\EWZNSXGD.mp4,Walking,Wombat,mammal
video\animalkingdom\EXCAJRAC.mp4,Jumping,Red-Blacked Squirrel Monkey,mammal
video\animalkingdom\EXPXKXGD.mp4,Attending,Kangaroo,mammal
video\animalkingdom\EXYCJBQT.mp4,Attending,Raffles Banded Langur,mammal
video\animalkingdom\EYEOZNSU.mp4,Walking,Hyena,mammal
video\animalkingdom\FAACYUDX.mp4,Walking,African Oryx,mammal
video\animalkingdom\FAPEIBME.mp4,Walking,Horse,mammal
video\animalkingdom\FBBJSTEK.mp4,Walking,Boar,mammal
video\animalkingdom\FBCOFDSN.mp4,Attending,Snow Leopard,mammal
video\animalkingdom\FBQKWUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\FBUZLRAC.mp4,Sensing,Red-Blacked Squirrel Monkey,mammal
video\animalkingdom\FCKGNXGD.mp4,Keeping still,Kangaroo,mammal
video\animalkingdom\FCSYONBD.mp4,Walking,Malayan Porcupine,mammal
video\animalkingdom\FDMRPQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\FDVOPXGD.mp4,Running,Horse,mammal
video\animalkingdom\FDVPSRAC.mp4,Jumping,White Nosed Coati,mammal
video\animalkingdom\FDYRGRLL.mp4,Walking,Mouse,mammal
video\animalkingdom\FECPVTEK.mp4,Keeping still,Colugo,mammal
video\animalkingdom\FFEBKBQT.mp4,Attending,Greater Mouse Deer,mammal
video\animalkingdom\FGAQAXGD.mp4,Running,Horse,mammal
video\animalkingdom\FGNVWRAC.mp4,Running,Agouti,mammal
video\animalkingdom\FICOVGCS.mp4,Running,Elephant,mammal
video\animalkingdom\FILHMXGD.mp4,Walking,Horse,mammal
video\animalkingdom\FJABQEBY.mp4,Walking,Fox,mammal
video\animalkingdom\FJDFAFJG.mp4,Walking,Elephant,mammal
video\animalkingdom\FJXOQXGD.mp4,Eating,Mouse,mammal
video\animalkingdom\FKSLOHGA.mp4,Attending,Meerkat,mammal
video\animalkingdom\FKVXCXGD.mp4,Running,Horse,mammal
video\animalkingdom\FLBGMVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\FMBISUDX.mp4,Walking,Leopard,mammal
video\animalkingdom\FPBUQEZZ.mp4,Keeping still,Nilgai,mammal
video\animalkingdom\FQVLGQCN.mp4,Sensing,Ibex,mammal
video\animalkingdom\FQXIDUDX.mp4,Eating,Elephant,mammal
video\animalkingdom\FSCOZUDX.mp4,Attending,Cheetah,mammal
video\animalkingdom\FSRAFNPL.mp4,Keeping still,Squirrel,mammal
video\animalkingdom\FUBSLXGD.mp4,Running,Horse,mammal
video\animalkingdom\FUMBOFJG.mp4,Walking,Feas Muntjac,mammal
video\animalkingdom\FUMFEOQU.mp4,Walking,Anteater,mammal
video\animalkingdom\FUMVYIQR.mp4,Walking,Mongoose,mammal
video\animalkingdom\FVAAJXGD.mp4,Walking,Horse,mammal
video\animalkingdom\FWCJKVMS.mp4,Eating,Greater Mouse Deer,mammal
video\animalkingdom\FWVWMKEW.mp4,Walking,Giraffe,mammal
video\animalkingdom\FXLJUUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\FYGPDRAC.mp4,Sensing,Red-Blacked Squirrel Monkey,mammal
video\animalkingdom\FYVUCVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\FZIICKEW.mp4,Jumping,Pika,mammal
video\animalkingdom\FZVCBBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\GAGRMQCN.mp4,Sensing,Ibex,mammal
video\animalkingdom\GBTWSIKV.mp4,Sensing,Otter,mammal
video\animalkingdom\GCAXIXGD.mp4,Running,Horse,mammal
video\animalkingdom\GCCNECEI.mp4,Walking,Chimpanzee,mammal
video\animalkingdom\GCEGAUDX.mp4,Attending,Cheetah,mammal
video\animalkingdom\GCSFBNPL.mp4,Sensing,Squirrel,mammal
video\animalkingdom\GDFCYVYU.mp4,Eating,Leopard,mammal
video\animalkingdom\GDHUDBQT.mp4,Walking,Raffles Banded Langur,mammal
video\animalkingdom\GDSMBCEI.mp4,Sensing,Chimpanzee,mammal
video\animalkingdom\GECZMXGD.mp4,Walking,Horse,mammal
video\animalkingdom\GFXUUUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\GGBSPBQT.mp4,Jumping,Lesser Mousedeer,mammal
video\animalkingdom\GGTIOXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\GHJKYBQT.mp4,Sensing,Otter,mammal
video\animalkingdom\GHMUWXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\GHROHCEI.mp4,Walking,Chimpanzee,mammal
video\animalkingdom\GIVJGXGD.mp4,Attending,Fox,mammal
video\animalkingdom\GKZXNIMN.mp4,Walking,Dholes,mammal
video\animalkingdom\GMAYMFGA.mp4,Walking,Wildebeest,mammal
video\animalkingdom\GMHMUNPL.mp4,Eating,Squirrel,mammal
video\animalkingdom\GNEUMTCN.mp4,Eating,Horse Young,mammal
video\animalkingdom\GNNXLFFP.mp4,Walking,Maroon Macaque,mammal
video\animalkingdom\GNWELUPH.mp4,Walking,Chamois Goat Antelope,mammal
video\animalkingdom\GNYJZBQT.mp4,Walking,Pangolin,mammal
video\animalkingdom\GPBPWXGD.mp4,Eating,Horse,mammal
video\animalkingdom\GQKYNFYY.mp4,Eating,Otter,mammal
video\animalkingdom\GQPZXBME.mp4,Eating,Horse,mammal
video\animalkingdom\GQTPHUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\GSRHOXGD.mp4,Running,Horse,mammal
video\animalkingdom\GSVYUBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\GTKMUFFP.mp4,Sensing,Maroon Macaque,mammal
video\animalkingdom\GTPSJOXJ.mp4,Jumping,Beaver,mammal
video\animalkingdom\GUBXCXGD.mp4,Attending,Horse,mammal
video\animalkingdom\GUINTTCN.mp4,Walking,Horse Young,mammal
video\animalkingdom\GUVIGBME.mp4,Walking,Horse,mammal
video\animalkingdom\GWMRQXGD.mp4,Walking,Horse,mammal
video\animalkingdom\GWRPTXDO.mp4,Sensing,Wild Dog,mammal
video\animalkingdom\GXCJRKEW.mp4,Running,Stoat,mammal
video\animalkingdom\GXCSJXGD.mp4,Walking,Horse,mammal
video\animalkingdom\GXSFVXGD.mp4,Running,Horse,mammal
video\animalkingdom\HAIFDBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\HAJCSXGD.mp4,Running,Horse,mammal
video\animalkingdom\HAKTOBME.mp4,Eating,Horse,mammal
video\animalkingdom\HAZRRBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\HBVVGXGD.mp4,Eating,Horse,mammal
video\animalkingdom\HCDJRXGD.mp4,Running,Horse,mammal
video\animalkingdom\HCOWMEBY.mp4,Sensing,Fox,mammal
video\animalkingdom\HCPLXQCN.mp4,Sensing,Ibex,mammal
video\animalkingdom\HDEOCXGD.mp4,Eating,Horse,mammal
video\animalkingdom\HDGFVUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\HDULNFFP.mp4,Walking,Maroon Macaque,mammal
video\animalkingdom\HESZDXGD.mp4,Running,Horse,mammal
video\animalkingdom\HFEKNBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\HGDDETEK.mp4,Attending,White Tiger,mammal
video\animalkingdom\HGFEZRAC.mp4,Walking,Jaguarundi Cat,mammal
video\animalkingdom\HHASQVYU.mp4,Attending,Leopard,mammal
video\animalkingdom\HHDLXDPR.mp4,Sensing,Coyote,mammal
video\animalkingdom\HHUHSFGA.mp4,Running,Wildebeest,mammal
video\animalkingdom\HITMUBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\HJVDLICI.mp4,Keeping still,Cheetah,mammal
video\animalkingdom\HKTGJNPO.mp4,Walking,Lion,mammal
video\animalkingdom\HKVZTXGD.mp4,Walking,Horse,mammal
video\animalkingdom\HLBYHXGD.mp4,Eating,Kangaroo,mammal
video\animalkingdom\HLGTQNJC.mp4,Jumping,Deer,mammal
video\animalkingdom\HLJWHRAC.mp4,Walking,Tamandua,mammal
video\animalkingdom\HLMWBXGD.mp4,Running,Horse,mammal
video\animalkingdom\HMWPXDPR.mp4,Walking,Ocelot,mammal
video\animalkingdom\HNCJCKEW.mp4,Keeping still,Pika,mammal
video\animalkingdom\HNHAVXGD.mp4,Running,Horse,mammal
video\animalkingdom\HNJDOTHG.mp4,Walking,Red River Hog,mammal
video\animalkingdom\HOBGXXGD.mp4,Walking,Horse,mammal
video\animalkingdom\HOXJRNPL.mp4,Walking,Squirrel,mammal
video\animalkingdom\HPHCNTHG.mp4,Walking,Red River Hog,mammal
video\animalkingdom\HPHVJTCN.mp4,Sensing,Horse Young,mammal
video\animalkingdom\HPVZLFFP.mp4,Keeping still,Maroon Macaque,mammal
video\animalkingdom\HQIGZNPL.mp4,Keeping still,Squirrel,mammal
video\animalkingdom\HQPJACEI.mp4,Walking,Chimpanzee,mammal
video\animalkingdom\HQQASBQT.mp4,Walking,Otter,mammal
video\animalkingdom\HREWJTEK.mp4,Eating,Fishing Cat,mammal
video\animalkingdom\HRJQVUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\HRLSKXGD.mp4,Eating,Mountain Pygmy Possum,mammal
video\animalkingdom\HRPDDXGD.mp4,Running,Horse,mammal
video\animalkingdom\HSUJYUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\HTDYEXGD.mp4,Sensing,Horse,mammal
video\animalkingdom\HTEDJRAC.mp4,Running,White Nosed Coati,mammal
video\animalkingdom\HTKABXGD.mp4,Eating,Kangaroo,mammal
video\animalkingdom\HVEJFXGD.mp4,Attending,Horse,mammal
video\animalkingdom\HWKCZAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\HXNAZRAC.mp4,Sensing,Jaguarundi Cat,mammal
video\animalkingdom\HXNGQUDX.mp4,Walking,Lion,mammal
video\animalkingdom\HYGTXBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\HYSOWTCN.mp4,Sensing,Horse Young,mammal
video\animalkingdom\HYSYZRAC.mp4,Running,Jaguarundi Cat,mammal
video\animalkingdom\HZCZBBQT.mp4,Attending,Raffles Banded Langur,mammal
video\animalkingdom\HZKMKTEK.mp4,Sensing,Sri Lankan Leopard,mammal
video\animalkingdom\HZSBAVMP.mp4,Eating,Bison,mammal
video\animalkingdom\HZYULXGD.mp4,Running,Horse,mammal
video\animalkingdom\IAARQSMJ.mp4,Walking,Red River Hog,mammal
video\animalkingdom\IACDZXGD.mp4,Walking,Horse,mammal
video\animalkingdom\IAKDVEBY.mp4,Walking,Fox,mammal
video\animalkingdom\IAOVLTEK.mp4,Eating,Bornean Orangutan,mammal
video\animalkingdom\IBBJLBQT.mp4,Keeping still,Raffles Banded Langur,mammal
video\animalkingdom\IBNUKAMC.mp4,Walking,Lion,mammal
video\animalkingdom\IBOJVUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\IBTBNXGD.mp4,Eating,Kangaroo,mammal
video\animalkingdom\IBTSPUDX.mp4,Walking,Cheetah,mammal
